DATETIME,TANGARA_4B1A,TANGARA_14D6,TANGARA_2B42,TANGARA_2E9A,TANGARA_2FF6,TANGARA_1712,TANGARA_48C6,TANGARA_532E,TANGARA_F1AE,TANGARA_06BE,TANGARA_307A
2023-11-02 06:04:30-05:00,81.25,80.52,78.25,67.8,83.52,79.99,99.9,99.9,71.08,79.5,
2023-11-02 06:05:00-05:00,81.26,80.36,78.32,67.71,83.7,80.01,99.9,99.9,71.13,79.19,
2023-11-02 06:05:30-05:00,81.26,80.58,78.32,67.63,83.81,80.07,99.9,99.9,71.06,78.97,
2023-11-02 06:06:00-05:00,81.26,80.89,78.32,68.07,83.77,79.93,99.9,,70.94,79.42,
2023-11-02 06:06:30-05:00,81.28,80.83,78.33,67.81,83.86,79.97,99.9,99.9,71.03,79.81,
2023-11-02 06:07:00-05:00,81.27,80.83,78.29,67.57,83.79,80.01,,99.9,71.02,79.53,
2023-11-02 06:07:30-05:00,81.44,80.76,78.27,67.78,83.88,79.96,99.9,99.9,71.05,79.01,
2023-11-02 06:08:00-05:00,81.34,80.61,78.21,67.95,83.84,,99.9,99.9,71.09,79.01,
2023-11-02 06:08:30-05:00,81.34,80.62,78.14,68.01,83.8,80.07,99.9,99.9,71.05,78.65,
2023-11-02 06:09:00-05:00,81.5,80.59,78.08,67.91,83.85,80.02,99.9,99.9,70.92,78.82,
2023-11-02 06:09:30-05:00,81.47,80.59,78.01,67.97,83.97,80.08,99.9,99.9,70.94,79.05,
2023-11-02 06:10:00-05:00,81.47,80.71,77.96,67.87,83.99,80.1,99.9,99.9,71.11,78.85,
2023-11-02 06:10:30-05:00,81.37,80.64,78.02,67.61,84.03,80.02,99.9,99.9,71.08,78.61,
2023-11-02 06:11:00-05:00,81.43,81.27,77.95,68.08,84.02,80.06,99.9,99.9,70.95,78.29,
2023-11-02 06:11:30-05:00,81.57,81.13,77.97,67.92,83.95,80.01,99.9,99.9,70.8,78.8,
2023-11-02 06:12:00-05:00,81.5,80.98,78.01,67.89,83.95,80.18,99.9,99.9,70.74,79.2,
2023-11-02 06:12:30-05:00,81.47,80.93,78.09,67.74,83.93,80.32,99.9,99.9,70.74,79.61,
2023-11-02 06:13:00-05:00,81.55,80.88,78.02,67.78,83.91,80.14,99.9,99.9,70.75,79.82,
2023-11-02 06:13:30-05:00,81.49,80.77,77.96,67.99,83.85,80.08,99.9,99.9,70.74,78.61,
2023-11-02 06:14:00-05:00,81.48,81.15,77.96,68.08,83.94,80.07,99.9,99.9,70.72,79.16,
2023-11-02 06:14:30-05:00,81.46,80.88,77.88,67.95,83.9,80.05,99.9,99.9,70.73,79.13,
2023-11-02 06:15:00-05:00,81.43,80.68,77.87,67.91,83.96,80.04,99.9,99.9,70.72,78.65,
2023-11-02 06:15:30-05:00,81.25,80.99,77.94,68.01,84.09,80.03,99.9,99.9,70.72,79.02,
2023-11-02 06:16:00-05:00,81.27,80.82,77.97,68.01,84.23,80.01,99.9,99.9,70.89,79.26,
2023-11-02 06:16:30-05:00,81.26,81.13,78.04,68.18,84.26,80.03,99.9,99.9,70.94,79.55,
2023-11-02 06:17:00-05:00,81.27,81.12,78.06,67.8,84.17,79.96,99.9,99.9,70.94,80.09,
2023-11-02 06:17:30-05:00,81.29,81.26,78.09,67.87,83.94,80.17,99.9,99.9,70.9,79.86,
2023-11-02 06:18:00-05:00,81.22,81.24,78.1,67.69,83.69,80.05,,99.9,70.88,80.01,
2023-11-02 06:18:30-05:00,81.22,81.05,77.9,67.98,,79.97,99.9,99.9,70.88,79.24,
2023-11-02 06:19:00-05:00,81.29,81.11,77.88,67.8,83.77,79.99,99.9,99.9,70.73,79.57,
2023-11-02 06:19:30-05:00,81.38,81.18,77.84,67.73,83.64,79.95,99.9,99.9,70.71,78.83,
2023-11-02 06:20:00-05:00,81.37,81.19,77.87,67.77,83.71,80.01,99.9,99.9,70.78,79.45,
2023-11-02 06:20:30-05:00,81.29,81.39,77.83,67.88,83.85,79.98,99.9,99.9,70.78,79.58,
2023-11-02 06:21:00-05:00,81.28,81.49,77.76,67.64,83.91,79.94,99.9,99.9,70.79,78.79,
2023-11-02 06:21:30-05:00,81.2,81.42,77.67,67.66,83.4,80.13,99.9,99.9,70.76,79.94,
2023-11-02 06:22:00-05:00,81.09,81.18,77.54,67.82,82.77,80.25,99.9,99.9,70.73,78.84,
2023-11-02 06:22:30-05:00,81.1,81.09,77.54,67.74,83.12,80.15,99.9,99.9,70.76,79.39,
2023-11-02 06:23:00-05:00,81.06,81.0,77.47,67.67,83.23,80.01,99.9,99.9,70.76,79.46,
2023-11-02 06:23:30-05:00,81.1,81.06,77.33,67.77,83.16,80.02,99.9,99.9,70.83,79.51,
2023-11-02 06:24:00-05:00,81.15,81.18,77.28,67.72,83.08,80.15,99.9,99.9,70.86,78.95,
2023-11-02 06:24:30-05:00,81.14,81.07,77.29,67.95,83.2,80.27,99.9,99.9,70.9,79.05,
2023-11-02 06:25:00-05:00,81.18,81.15,77.15,67.85,83.32,80.14,99.9,99.9,71.04,80.04,
2023-11-02 06:25:30-05:00,81.08,81.24,77.24,67.75,83.37,80.12,99.9,99.9,71.09,79.86,
2023-11-02 06:26:00-05:00,81.24,81.23,77.22,67.85,83.38,80.15,99.9,99.9,71.02,79.96,
2023-11-02 06:26:30-05:00,81.29,81.38,77.27,67.69,83.27,80.23,99.9,99.9,70.97,79.54,
2023-11-02 06:27:00-05:00,81.14,81.1,77.27,67.94,83.11,79.98,99.9,99.9,70.99,80.0,
2023-11-02 06:27:30-05:00,81.11,81.58,77.34,67.76,83.09,79.98,99.9,99.9,71.12,79.87,
2023-11-02 06:28:00-05:00,81.06,81.46,77.35,67.68,82.92,80.04,,99.9,71.1,80.28,
2023-11-02 06:28:30-05:00,81.09,,77.17,68.02,82.68,80.11,99.9,99.9,71.11,80.23,
2023-11-02 06:29:00-05:00,80.98,81.15,77.23,67.74,82.39,80.01,99.9,99.9,71.03,79.77,
2023-11-02 06:29:30-05:00,80.93,81.01,77.31,67.95,82.62,79.83,99.9,99.9,71.04,80.27,
2023-11-02 06:30:00-05:00,80.91,80.92,77.43,67.76,82.56,79.89,99.9,99.9,71.07,80.15,
2023-11-02 06:30:30-05:00,80.83,81.04,77.45,67.82,82.47,79.87,99.9,99.9,71.01,80.18,
2023-11-02 06:31:00-05:00,80.84,80.94,77.31,68.1,82.56,79.82,99.9,99.9,71.0,80.03,
2023-11-02 06:31:30-05:00,81.03,81.18,77.27,67.73,82.69,79.78,99.9,99.9,71.01,79.73,
2023-11-02 06:32:00-05:00,81.08,80.99,77.24,67.9,82.42,79.87,99.9,99.9,70.98,79.9,
2023-11-02 06:32:30-05:00,81.0,81.31,77.27,67.81,82.51,79.98,99.9,99.9,70.91,79.47,
2023-11-02 06:33:00-05:00,81.17,80.7,77.41,67.97,82.59,79.97,99.9,99.9,71.02,78.69,
2023-11-02 06:33:30-05:00,81.15,80.72,77.62,67.9,83.08,80.03,99.9,99.9,71.17,79.56,
2023-11-02 06:34:00-05:00,81.16,80.67,77.74,68.14,83.27,80.22,99.9,99.9,71.22,79.61,
2023-11-02 06:34:30-05:00,81.1,80.64,77.72,67.95,83.23,79.96,99.9,99.9,70.83,79.62,
2023-11-02 06:35:00-05:00,81.13,80.72,77.82,67.99,83.02,80.09,99.9,99.9,70.63,79.38,
2023-11-02 06:35:30-05:00,81.24,80.96,77.96,68.14,82.92,79.9,99.9,99.9,70.61,78.88,
2023-11-02 06:36:00-05:00,81.14,80.86,77.99,67.89,82.99,79.91,99.9,99.9,70.61,79.9,
2023-11-02 06:36:30-05:00,81.1,80.84,77.9,67.76,83.05,79.76,99.9,99.9,70.58,79.43,
2023-11-02 06:37:00-05:00,81.2,80.21,77.9,67.83,83.01,79.74,99.9,99.9,70.66,80.01,
2023-11-02 06:37:30-05:00,81.18,80.29,77.87,67.88,82.99,79.6,99.9,99.9,70.7,79.88,
2023-11-02 06:38:00-05:00,81.1,80.36,77.9,67.82,83.02,79.65,99.9,99.9,70.75,80.08,
2023-11-02 06:38:30-05:00,81.13,79.68,77.88,67.51,83.18,79.54,,99.9,70.84,80.14,
2023-11-02 06:39:00-05:00,81.12,79.85,77.81,67.76,83.2,79.51,99.9,99.9,70.96,80.11,
2023-11-02 06:39:30-05:00,81.01,80.25,77.74,67.78,83.19,79.82,99.9,99.9,71.02,80.04,
2023-11-02 06:40:00-05:00,80.96,80.09,77.71,67.78,82.96,79.78,99.9,99.9,70.98,79.83,
2023-11-02 06:40:30-05:00,81.07,79.81,77.73,67.82,82.89,79.86,99.9,99.9,70.79,79.75,
2023-11-02 06:41:00-05:00,81.1,80.04,77.71,67.77,83.03,79.75,99.9,99.9,70.74,79.47,
2023-11-02 06:41:30-05:00,80.96,80.07,77.75,67.76,83.05,79.9,99.9,99.9,70.8,79.65,
2023-11-02 06:42:00-05:00,80.77,80.09,77.82,67.45,83.14,80.13,99.9,99.9,70.76,79.16,
2023-11-02 06:42:30-05:00,80.93,80.11,77.78,67.49,83.15,80.15,99.9,99.9,70.72,79.86,
2023-11-02 06:43:00-05:00,80.89,79.7,77.69,67.57,83.19,80.01,99.9,99.9,70.71,80.05,
2023-11-02 06:43:30-05:00,80.99,79.59,77.72,67.68,83.22,79.94,99.9,99.9,70.7,79.91,
2023-11-02 06:44:00-05:00,80.84,79.75,77.77,68.06,83.47,79.97,99.9,99.9,70.73,79.86,
2023-11-02 06:44:30-05:00,80.8,79.71,77.75,67.84,83.34,80.09,99.9,99.9,70.68,78.63,
2023-11-02 06:45:00-05:00,80.8,79.91,77.76,67.6,83.27,80.2,99.9,99.9,70.69,79.82,
2023-11-02 06:45:30-05:00,80.92,79.9,77.83,67.55,83.3,80.32,99.9,99.9,70.65,79.49,
2023-11-02 06:46:00-05:00,80.88,79.8,77.81,67.56,83.42,80.14,99.9,99.9,70.73,79.68,
2023-11-02 06:46:30-05:00,80.82,79.62,77.76,67.82,83.26,79.97,99.9,99.9,70.8,79.86,
2023-11-02 06:47:00-05:00,80.85,79.74,77.76,67.97,83.25,79.81,99.9,99.9,70.78,78.04,
2023-11-02 06:47:30-05:00,80.86,79.58,77.67,67.88,83.05,79.61,99.9,99.9,70.81,79.34,
2023-11-02 06:48:00-05:00,80.79,79.71,77.7,67.46,82.97,79.66,99.9,99.9,70.8,79.6,
2023-11-02 06:48:30-05:00,80.88,79.6,77.68,67.5,82.49,79.45,99.9,99.9,70.72,78.92,
2023-11-02 06:49:00-05:00,80.78,79.79,77.76,67.48,82.48,79.31,99.9,99.9,70.64,79.24,
2023-11-02 06:49:30-05:00,80.77,79.76,77.75,67.45,82.45,79.33,99.9,99.9,70.63,79.36,
2023-11-02 06:50:00-05:00,80.82,79.73,77.79,67.48,82.66,79.48,99.9,99.9,70.68,78.96,
2023-11-02 06:50:30-05:00,80.67,79.72,77.77,67.55,82.84,79.54,,99.9,70.76,79.34,
2023-11-02 06:51:00-05:00,80.76,79.74,77.81,67.42,82.8,79.65,99.9,99.9,70.81,79.82,
2023-11-02 06:51:30-05:00,80.8,79.43,77.69,67.49,82.74,79.44,99.9,99.9,70.8,79.13,
2023-11-02 06:52:00-05:00,80.81,79.55,77.63,67.47,82.57,79.41,99.9,99.9,70.6,79.04,
2023-11-02 06:52:30-05:00,80.69,79.87,77.73,67.62,82.64,79.3,99.9,99.9,70.45,79.05,
2023-11-02 06:53:00-05:00,80.6,79.56,77.37,67.46,82.5,79.53,99.9,99.9,70.28,79.73,
2023-11-02 06:53:30-05:00,80.55,79.38,77.19,67.23,82.27,79.31,99.9,99.9,69.97,78.72,
2023-11-02 06:54:00-05:00,80.59,79.47,77.07,67.26,81.38,79.14,99.9,99.9,69.79,79.04,
2023-11-02 06:54:30-05:00,80.6,79.39,77.16,67.52,81.22,79.19,99.9,99.9,69.77,79.0,
2023-11-02 06:55:00-05:00,80.47,79.27,77.13,67.41,81.17,79.3,99.9,99.9,69.7,78.78,
2023-11-02 06:55:30-05:00,80.48,79.17,77.26,67.58,81.02,79.22,99.9,99.9,69.6,78.18,
2023-11-02 06:56:00-05:00,80.44,79.36,77.13,67.51,81.04,79.05,99.9,99.9,69.62,78.14,
2023-11-02 06:56:30-05:00,80.44,78.84,77.14,67.44,81.08,78.9,99.9,99.9,69.6,79.01,
2023-11-02 06:57:00-05:00,80.4,78.95,77.23,67.46,81.25,78.75,99.9,99.9,69.65,78.74,
2023-11-02 06:57:30-05:00,80.37,78.87,77.37,67.45,81.84,78.76,99.9,99.9,69.75,77.47,
2023-11-02 06:58:00-05:00,80.41,78.94,77.4,67.45,81.89,78.58,99.9,99.9,69.74,78.45,
2023-11-02 06:58:30-05:00,80.38,78.92,77.52,67.56,81.66,78.56,99.9,99.9,69.42,78.06,
2023-11-02 06:59:00-05:00,80.4,78.84,77.47,67.43,81.62,78.52,99.9,99.9,69.26,78.18,
2023-11-02 06:59:30-05:00,80.51,79.09,77.49,67.43,81.6,78.94,99.9,99.9,69.27,78.35,
2023-11-02 07:00:00-05:00,80.42,79.34,77.49,67.32,,79.39,99.9,99.9,69.28,79.04,
2023-11-02 07:00:30-05:00,80.51,79.25,77.59,67.44,81.59,79.62,99.9,99.9,69.14,79.01,
2023-11-02 07:01:00-05:00,80.51,78.65,77.6,67.3,81.54,79.39,99.9,99.9,69.12,78.58,
2023-11-02 07:01:30-05:00,80.38,78.46,77.56,67.26,81.64,78.82,99.9,99.9,69.0,77.82,
2023-11-02 07:02:00-05:00,80.36,78.22,77.55,67.3,81.36,78.68,99.9,99.9,68.84,77.88,
2023-11-02 07:02:30-05:00,80.4,78.35,77.65,67.25,81.44,78.74,99.9,99.9,68.65,77.95,
2023-11-02 07:03:00-05:00,80.29,78.58,77.37,67.36,81.38,79.01,,99.9,68.6,76.95,
2023-11-02 07:03:30-05:00,80.34,78.5,77.43,67.26,81.38,78.95,99.9,99.9,68.44,78.21,
2023-11-02 07:04:00-05:00,80.19,78.62,77.27,67.03,81.33,79.15,99.9,99.9,68.21,77.2,
2023-11-02 07:04:30-05:00,80.26,78.7,77.14,67.17,80.9,79.18,99.9,99.9,67.98,78.14,
2023-11-02 07:05:00-05:00,80.3,78.62,77.22,67.21,80.99,79.43,99.9,99.9,67.9,77.47,
2023-11-02 07:05:30-05:00,80.21,78.52,76.96,67.17,81.21,79.06,99.9,99.9,67.99,78.08,
2023-11-02 07:06:00-05:00,80.05,78.45,76.91,67.16,81.49,79.06,99.9,99.9,67.98,78.24,
2023-11-02 07:06:30-05:00,80.15,78.36,76.96,67.21,81.55,78.83,99.9,99.9,67.96,78.41,
2023-11-02 07:07:00-05:00,79.98,78.43,76.81,67.15,81.38,79.31,99.9,99.9,67.97,78.57,
2023-11-02 07:07:30-05:00,79.95,78.65,76.89,67.1,80.71,79.06,99.9,99.9,68.0,79.09,
2023-11-02 07:08:00-05:00,79.99,78.69,76.91,67.18,80.86,79.5,99.9,99.9,68.02,78.24,
2023-11-02 07:08:30-05:00,80.24,78.72,76.84,67.15,80.63,79.54,99.9,99.9,68.09,79.1,
2023-11-02 07:09:00-05:00,79.9,78.56,77.0,66.94,80.18,79.47,99.9,99.9,68.06,78.84,
2023-11-02 07:09:30-05:00,79.95,78.7,76.95,67.21,79.92,79.6,99.9,99.9,67.87,78.88,
2023-11-02 07:10:00-05:00,79.92,78.4,76.9,66.68,79.96,79.65,99.9,99.9,67.81,77.98,
2023-11-02 07:10:30-05:00,79.91,78.06,76.98,66.72,79.71,79.73,99.9,99.9,67.76,78.2,
2023-11-02 07:11:00-05:00,79.76,78.54,77.01,66.96,79.88,79.47,99.9,99.9,67.72,77.95,
2023-11-02 07:11:30-05:00,79.75,78.31,77.09,66.83,80.01,79.37,99.9,99.9,67.64,77.91,
2023-11-02 07:12:00-05:00,79.74,77.98,77.11,67.14,80.14,79.7,99.9,99.9,67.58,77.35,
2023-11-02 07:12:30-05:00,79.72,77.87,76.99,67.09,80.02,79.85,99.9,99.9,67.48,78.07,
2023-11-02 07:13:00-05:00,79.6,78.1,76.92,67.12,79.83,80.35,99.9,99.9,67.47,77.41,
2023-11-02 07:13:30-05:00,79.65,78.08,76.82,67.01,79.38,80.12,,99.9,67.51,77.67,
2023-11-02 07:14:00-05:00,79.58,78.41,76.94,66.84,79.5,80.3,99.9,99.9,67.64,77.53,
2023-11-02 07:14:30-05:00,79.48,78.32,76.76,66.76,79.47,79.89,99.9,99.9,67.69,76.91,
2023-11-02 07:15:00-05:00,79.5,78.28,76.62,66.84,79.58,79.71,99.9,99.9,68.08,76.91,
2023-11-02 07:15:30-05:00,79.49,77.96,76.48,66.72,79.8,80.03,99.9,99.9,68.29,76.74,
2023-11-02 07:16:00-05:00,79.33,77.74,76.14,66.7,79.83,80.26,99.9,99.9,68.39,76.94,
2023-11-02 07:16:30-05:00,79.25,77.1,76.12,65.65,79.79,80.08,99.9,99.9,68.32,76.95,
2023-11-02 07:17:00-05:00,79.36,77.07,75.86,66.64,79.46,80.47,99.9,99.9,68.22,77.41,
2023-11-02 07:17:30-05:00,79.28,76.84,75.47,66.47,79.06,79.98,99.9,99.9,68.25,77.27,
2023-11-02 07:18:00-05:00,79.07,76.57,75.56,66.49,79.25,79.9,99.9,99.9,68.38,76.55,
2023-11-02 07:18:30-05:00,79.17,76.75,75.57,66.68,79.09,79.93,99.9,99.9,68.4,76.15,
2023-11-02 07:19:00-05:00,79.13,76.51,75.57,66.67,79.22,80.07,99.9,99.9,68.27,76.32,
2023-11-02 07:19:30-05:00,79.04,76.77,75.59,66.54,79.73,79.59,99.9,99.9,68.21,76.54,
2023-11-02 07:20:00-05:00,79.17,76.43,75.41,66.31,80.1,79.24,99.9,99.9,68.1,76.87,
2023-11-02 07:20:30-05:00,79.1,76.56,75.64,66.67,80.12,79.58,99.9,99.9,68.08,77.05,
2023-11-02 07:21:00-05:00,78.93,76.67,75.34,66.42,80.17,79.07,99.9,99.9,67.74,77.12,
2023-11-02 07:21:30-05:00,78.78,76.72,75.26,66.51,80.22,79.03,99.9,99.9,67.51,77.49,
2023-11-02 07:22:00-05:00,78.87,76.71,75.3,66.56,79.88,79.3,99.9,99.9,67.23,77.63,
2023-11-02 07:22:30-05:00,78.77,77.01,75.34,66.15,79.93,79.4,99.9,99.9,67.19,77.08,
2023-11-02 07:23:00-05:00,78.73,76.92,74.76,65.69,80.09,79.26,,99.9,67.34,76.76,
2023-11-02 07:23:30-05:00,78.81,77.12,74.56,65.77,80.35,79.21,99.9,99.9,67.53,77.28,
2023-11-02 07:24:00-05:00,78.61,77.0,74.6,66.58,80.18,79.1,99.9,99.9,67.73,76.45,
2023-11-02 07:24:30-05:00,78.52,76.83,74.74,66.72,79.8,79.21,99.9,99.9,67.52,77.69,
2023-11-02 07:25:00-05:00,78.54,77.05,74.79,66.69,79.87,79.43,99.9,99.9,67.46,77.3,
2023-11-02 07:25:30-05:00,78.49,76.94,74.84,66.58,79.99,79.61,99.9,99.9,67.48,77.38,
2023-11-02 07:26:00-05:00,78.48,77.27,74.85,66.5,79.21,79.79,99.9,99.9,67.38,77.87,
2023-11-02 07:26:30-05:00,78.42,76.85,74.66,66.3,79.32,79.23,99.9,99.9,67.43,77.14,
2023-11-02 07:27:00-05:00,78.54,77.05,74.51,66.64,78.92,79.49,99.9,99.9,67.37,77.25,
2023-11-02 07:27:30-05:00,78.36,76.89,74.6,66.15,78.95,79.78,99.9,99.9,67.22,76.9,
2023-11-02 07:28:00-05:00,78.29,,74.53,66.19,79.18,79.95,99.9,99.9,66.81,77.91,
2023-11-02 07:28:30-05:00,78.36,76.4,74.47,66.36,79.32,80.25,99.9,99.9,66.61,77.85,
2023-11-02 07:29:00-05:00,78.35,76.46,74.52,66.51,79.46,80.62,99.9,99.9,66.77,76.1,
2023-11-02 07:29:30-05:00,78.35,76.16,74.52,66.48,79.43,79.91,99.9,99.9,66.89,77.5,
2023-11-02 07:30:00-05:00,78.29,76.11,74.62,66.52,79.04,80.14,99.9,99.9,66.95,76.92,
2023-11-02 07:30:30-05:00,78.35,76.18,,66.59,78.32,79.54,99.9,99.9,67.09,76.73,
2023-11-02 07:31:00-05:00,78.42,76.03,74.58,66.49,78.31,79.85,99.9,99.9,67.23,77.94,
2023-11-02 07:31:30-05:00,78.26,75.78,74.73,66.39,78.68,79.85,99.9,99.9,67.32,76.65,
2023-11-02 07:32:00-05:00,78.18,76.66,74.97,65.88,78.94,80.55,99.9,99.9,67.38,77.4,
2023-11-02 07:32:30-05:00,78.14,77.23,74.99,65.62,79.12,79.6,99.9,99.9,67.26,77.75,
2023-11-02 07:33:00-05:00,78.04,76.49,74.68,65.58,79.45,80.08,99.9,99.9,66.99,76.91,
2023-11-02 07:33:30-05:00,77.81,76.86,74.29,65.96,79.68,80.19,99.9,99.9,66.92,78.04,
2023-11-02 07:34:00-05:00,77.75,76.56,74.31,66.18,79.46,80.09,,99.9,66.84,77.53,
2023-11-02 07:34:30-05:00,77.71,76.24,74.09,66.17,79.1,,99.9,99.9,66.89,77.67,
2023-11-02 07:35:00-05:00,77.72,76.55,74.12,66.17,78.96,80.65,99.9,99.9,66.79,77.5,
2023-11-02 07:35:30-05:00,77.72,76.22,74.32,66.21,79.05,81.12,99.9,99.9,66.98,77.1,
2023-11-02 07:36:00-05:00,77.79,76.38,74.41,66.19,79.13,80.97,99.9,99.9,66.96,78.42,
2023-11-02 07:36:30-05:00,77.58,76.28,74.53,66.26,78.89,81.41,99.9,99.9,67.22,77.04,
2023-11-02 07:37:00-05:00,77.57,76.94,74.44,65.94,78.61,80.9,99.9,99.9,67.38,77.34,
2023-11-02 07:37:30-05:00,77.42,76.45,74.39,66.1,78.74,80.88,99.9,99.9,67.36,77.78,
2023-11-02 07:38:00-05:00,77.42,76.32,74.34,66.03,78.37,80.04,99.9,99.9,67.16,77.52,
2023-11-02 07:38:30-05:00,77.5,75.3,,66.08,78.82,80.23,99.9,99.9,66.94,77.3,
2023-11-02 07:39:00-05:00,77.52,75.74,74.31,66.04,78.88,80.64,99.9,99.9,66.89,76.73,
2023-11-02 07:39:30-05:00,77.49,75.98,74.26,66.04,79.04,80.3,,99.9,66.78,77.41,
2023-11-02 07:40:00-05:00,77.34,75.45,74.47,65.99,78.76,80.07,99.9,99.9,66.8,77.22,
2023-11-02 07:40:30-05:00,77.31,75.26,74.67,65.81,78.87,80.28,99.9,99.9,66.87,76.52,
2023-11-02 07:41:00-05:00,77.26,75.26,74.6,65.88,78.39,79.58,99.9,99.9,66.52,76.71,
2023-11-02 07:41:30-05:00,77.32,75.3,74.62,65.87,78.02,79.33,99.9,99.9,66.19,77.0,
2023-11-02 07:42:00-05:00,77.17,75.11,74.47,65.81,78.16,80.14,99.9,99.9,66.06,76.4,
2023-11-02 07:42:30-05:00,77.15,74.64,74.78,65.98,77.76,80.61,99.9,99.9,66.05,75.99,
2023-11-02 07:43:00-05:00,77.01,74.96,74.76,66.0,78.02,80.35,99.9,99.9,65.96,77.09,
2023-11-02 07:43:30-05:00,77.0,74.98,74.63,66.0,78.27,80.13,99.9,99.9,66.09,76.97,
2023-11-02 07:44:00-05:00,76.79,74.9,74.81,65.88,78.63,80.13,99.9,99.9,66.33,76.75,
2023-11-02 07:44:30-05:00,76.91,74.2,74.6,65.88,78.5,80.04,99.9,99.9,66.23,76.22,
2023-11-02 07:45:00-05:00,76.86,74.08,74.58,65.65,78.44,79.62,99.9,99.9,66.1,75.79,
2023-11-02 07:45:30-05:00,76.8,74.28,74.64,65.82,78.62,79.91,99.9,99.9,66.07,77.15,
2023-11-02 07:46:00-05:00,76.78,74.92,74.74,65.09,78.75,79.9,99.9,99.9,65.87,76.95,
2023-11-02 07:46:30-05:00,76.68,75.11,75.05,64.84,78.85,79.81,99.9,99.9,65.84,77.5,
2023-11-02 07:47:00-05:00,76.5,75.18,75.3,64.98,78.88,80.3,,99.9,65.59,76.73,
2023-11-02 07:47:30-05:00,76.34,74.96,75.22,65.64,78.75,80.58,99.9,99.9,65.56,77.24,
2023-11-02 07:48:00-05:00,76.44,74.95,75.02,65.93,78.52,80.67,99.9,99.9,65.64,76.64,
2023-11-02 07:48:30-05:00,76.45,75.12,75.14,65.89,77.7,79.88,99.9,99.9,65.83,76.73,
2023-11-02 07:49:00-05:00,76.31,75.15,75.22,65.88,77.84,79.82,99.9,99.9,65.86,76.67,
2023-11-02 07:49:30-05:00,76.33,75.17,75.17,65.82,77.91,79.79,99.9,99.9,65.99,76.39,
2023-11-02 07:50:00-05:00,76.07,74.77,75.04,65.88,78.02,80.42,99.9,99.9,66.16,75.73,
2023-11-02 07:50:30-05:00,76.03,74.97,75.02,65.82,78.23,80.45,99.9,99.9,66.36,76.26,
2023-11-02 07:51:00-05:00,75.99,75.34,74.96,65.77,78.05,80.27,99.9,99.9,66.56,77.38,
2023-11-02 07:51:30-05:00,75.9,75.63,74.65,65.73,78.02,80.45,99.9,99.9,66.57,77.21,
2023-11-02 07:52:00-05:00,75.71,75.36,74.49,65.69,77.66,80.62,99.9,99.9,66.46,76.74,
2023-11-02 07:52:30-05:00,75.78,75.74,74.49,65.73,77.72,80.5,99.9,99.9,66.37,75.65,
2023-11-02 07:53:00-05:00,75.87,75.68,74.38,65.63,77.6,80.4,99.9,99.9,66.33,74.8,
2023-11-02 07:53:30-05:00,75.69,75.67,74.1,65.49,77.73,80.42,99.9,99.9,66.49,74.52,
2023-11-02 07:54:00-05:00,75.69,75.45,73.73,65.47,77.52,80.54,99.9,99.9,66.44,75.49,
2023-11-02 07:54:30-05:00,75.59,75.74,74.0,65.49,77.03,80.24,99.9,99.9,66.58,77.15,
2023-11-02 07:55:00-05:00,75.29,74.94,74.2,65.53,77.35,79.91,99.9,99.9,66.71,75.06,
2023-11-02 07:55:30-05:00,75.23,75.48,74.23,65.32,77.54,79.8,99.9,99.9,66.8,75.96,
2023-11-02 07:56:00-05:00,75.35,75.5,74.3,65.11,77.76,80.07,99.9,99.9,66.69,76.31,
2023-11-02 07:56:30-05:00,75.19,75.78,74.25,65.34,77.55,80.18,99.9,99.9,66.66,76.25,
2023-11-02 07:57:00-05:00,75.03,75.86,74.19,65.15,76.68,80.28,99.9,99.9,66.74,75.85,
2023-11-02 07:57:30-05:00,75.11,76.15,,65.29,76.64,80.33,,99.9,66.87,73.63,
2023-11-02 07:58:00-05:00,75.25,75.83,74.54,65.02,76.04,79.49,99.9,99.9,66.86,74.58,
2023-11-02 07:58:30-05:00,74.84,75.84,74.32,64.76,76.24,79.3,99.9,99.9,66.62,73.15,
2023-11-02 07:59:00-05:00,74.86,74.62,74.4,64.94,76.6,79.05,99.9,99.9,66.48,73.34,
2023-11-02 07:59:30-05:00,74.84,75.13,74.43,64.69,76.46,79.18,99.9,99.9,66.34,73.19,
2023-11-02 08:00:00-05:00,74.77,75.38,74.43,64.38,75.6,79.21,99.9,99.9,66.4,73.56,
2023-11-02 08:00:30-05:00,74.75,75.57,74.33,65.07,75.45,79.35,99.9,99.9,66.37,73.7,
2023-11-02 08:01:00-05:00,74.32,75.78,74.4,65.25,75.93,79.84,99.9,99.9,66.2,72.65,
2023-11-02 08:01:30-05:00,73.83,75.83,,65.21,76.08,79.58,99.9,99.9,66.19,73.56,
2023-11-02 08:02:00-05:00,73.97,76.14,74.45,64.72,75.75,79.23,99.9,99.9,66.17,73.17,
2023-11-02 08:02:30-05:00,74.09,75.65,74.27,64.66,76.27,78.98,99.9,99.9,66.28,73.48,
2023-11-02 08:03:00-05:00,74.05,75.93,74.45,64.2,76.43,78.67,99.9,99.9,66.41,73.41,
2023-11-02 08:03:30-05:00,74.11,76.19,74.64,64.43,76.32,78.56,99.9,99.9,66.62,72.73,
2023-11-02 08:04:00-05:00,74.0,75.79,74.66,64.61,76.98,78.09,99.9,99.9,66.83,73.7,
